Year,Month,mean,sd,skewness,kurtosis,contrast,dissimilarity,homogeneity,ASM,entropy,energy,lag1_mean,lag2_mean,lag3_mean,lag4_mean
2001,5,-10.867276,0.20390595,-0.7513159075962312,-0.20927132232706702,0.33333333333333337,0.33333333333333337,0.8333333333333335,0.5000000000000001,1.2516291673878228,0.7071067811865476,-10.627938,-11.101193,-11.099858,-10.957194
2001,6,-10.798791,0.2380197,-0.6552058863272137,-0.18230312829259265,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.867276,-10.627938,-11.101193,-11.099858
2001,7,-10.572713,0.21577665,-0.3762149476825543,-0.6044728406653075,0.0,0.0,1.0,1.0,-0.0,1.0,-10.798791,-10.867276,-10.627938,-11.101193
2001,8,-10.083378,0.28223452,-0.6048534032636004,-0.44821733584834345,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-10.572713,-10.798791,-10.867276,-10.627938
2001,9,-9.7885475,0.24471834,-0.49921096991214164,-0.6175518698406508,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.083378,-10.572713,-10.798791,-10.867276
2001,10,-9.807546,0.23283795,-0.3003236958095012,-1.046206871574449,0.33333333333333337,0.33333333333333337,0.8333333333333335,0.5000000000000001,1.2516291673878228,0.7071067811865476,-9.7885475,-10.083378,-10.572713,-10.798791
2001,11,-10.200346,0.18677616,-0.3197127194768145,-1.2495083606185287,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.584962500721156,0.5773502691896257,-9.807546,-9.7885475,-10.083378,-10.572713
2001,12,-10.431085,0.22315219,-0.6834267295920364,-0.17810919260259928,0.0,0.0,1.0,1.0,-0.0,1.0,-10.200346,-9.807546,-9.7885475,-10.083378
2002,1,-10.848838,0.25904572,-0.5728914868160006,-0.7145278269207544,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.431085,-10.200346,-9.807546,-9.7885475
2002,2,-10.9634285,0.2807695,-0.6414867855760595,-0.3881759454811142,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-10.848838,-10.431085,-10.200346,-9.807546
2002,3,-10.938307,0.29739124,-0.7206415500714334,-0.5752835522565696,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.9634285,-10.848838,-10.431085,-10.200346
2002,4,-10.883603,0.28373972,-0.7327064712430115,-0.13952364772898562,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.938307,-10.9634285,-10.848838,-10.431085
2002,5,-10.62759,0.29039037,-0.4674071592212924,-0.8066344153981571,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.883603,-10.938307,-10.9634285,-10.848838
2002,6,-10.372025,0.30229655,-0.558423361396733,-0.6713996176206236,0.0,0.0,1.0,1.0,-0.0,1.0,-10.62759,-10.883603,-10.938307,-10.9634285
2002,7,-10.350693,0.25770208,-0.3760508497133117,-0.9950149885769037,0.0,0.0,1.0,1.0,-0.0,1.0,-10.372025,-10.62759,-10.883603,-10.938307
2002,8,-10.466207,0.2666763,-0.3004248493187121,-1.2120187215511269,0.0,0.0,1.0,1.0,-0.0,1.0,-10.350693,-10.372025,-10.62759,-10.883603
2002,9,-10.508727,0.2875707,-0.3850393836101645,-1.1946559285784055,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.466207,-10.350693,-10.372025,-10.62759
2002,10,-10.291926,0.2530274,-0.5964120922623536,-0.6596775741864414,0.0,0.0,1.0,1.0,-0.0,1.0,-10.508727,-10.466207,-10.350693,-10.372025
